train_dataset,pheno,num_train,r_med,r_lower,r_upper,mae_med,mae_lower,mae_upper,p_mae_gt
abcd,mr,25,0.025903072256205,-0.0817995377067867,0.1301290974073657,2.9316001815448702,2.818374681497273,3.178809593184456,0.002
abcd,mr,32,0.0363892580649114,-0.0656222021333713,0.1177640088023737,2.927561258773761,2.8170282551788293,3.1195532356603297,0.002
abcd,mr,41,0.0347290939141792,-0.0344152112829771,0.1186394389851791,2.938753943748256,2.81063569623159,3.09714655052935,0.002
abcd,mr,52,0.0479264232497956,-0.0374141729246247,0.1387541133209806,2.9382422954905185,2.814752849712414,3.13104500531624,0.002
abcd,mr,67,0.051551690592338,-0.0383728030038686,0.1355069874115523,2.948286089377314,2.8216119299056066,3.115191735820472,0.002
abcd,mr,85,0.0507030219214478,-0.01091846328404,0.1376946346939828,2.946178652031982,2.8304801652533325,3.2008195192703224,0.002
abcd,mr,108,0.0666701641732695,-0.0127163369850691,0.1303477587580467,2.9565848578729046,2.8162451117459097,3.181363933529856,0.002
abcd,mr,137,0.0682404670405131,0.0073075923491294,0.1432880847427509,2.981451742705942,2.8123284256467613,3.1722163311025566,0.002
abcd,mr,174,0.0828982617685413,0.0108585620220946,0.1388319106691535,2.971185520626232,2.8235433100569085,3.176564911600336,0.002
abcd,mr,221,0.0873284483399307,0.0348607505275173,0.152590329922711,2.9866841390486307,2.836005610491222,3.22154501117055,0.002
abcd,mr,281,0.1007660530749443,0.0331488668522296,0.1646610476621702,2.975981290252756,2.841180919055528,3.230002188083293,0.002
abcd,mr,358,0.109783724974701,0.050609073306739,0.1694565292708308,2.9694156142137857,2.848651557534632,3.253281999760081,0.002
abcd,mr,455,0.122157173871394,0.0637484674536143,0.1780444000573794,2.964164196493212,2.8374872308083097,3.113935295049472,0.002
abcd,mr,578,0.1351837074774629,0.0831440428462094,0.1927528483344703,2.953733986578073,2.8365726057290184,3.085730886879297,0.002
abcd,mr,735,0.1474310470019006,0.1029171904632944,0.197436642107441,2.945327236510818,2.847865623361646,3.0669657375895825,0.002
abcd,mr,935,0.1575718627267088,0.0999249491839459,0.2048360298413083,2.931204964523122,2.843119602042324,3.0585140959010366,0.002
abcd,mr,1189,0.167244636062113,0.1139954080619628,0.2211489734164717,2.9215681269404303,2.838939920194881,3.0533890821730374,0.002
abcd,mr,1512,0.1795740610846489,0.1299822447606281,0.235960978561216,2.9181673232918484,2.8056403109537835,3.026249874410219,0.002
abcd,mr,1923,0.1950022421390233,0.1411684751190985,0.2363760490300874,2.89733684112389,2.7995847731360723,3.0058160723298357,0.002
abcd,mr,2446,0.198930067922118,0.1628629853738877,0.2538747026082775,2.8865705580097245,2.7900162424119825,3.0118659489227704,0.002
abcd,mr,3110,0.2115796519241167,0.163635680328342,0.2565259458340412,2.8642159900806634,2.7663238920611417,2.971590445291577,0.002
abcd,mr,3955,0.2179447861316675,0.1745039721942683,0.2624551930093415,2.8415564466637826,2.74534740733326,2.960045597848591,0.002
abcd,mr,5030,0.2298439568341208,0.1910934844680324,0.2707682595295178,2.8266634698588438,2.7247830698795736,2.939530800575654,0.002
abcd,mr,6246,0.2371230472818486,0.1959400722717927,0.279860508949538,2.8153948027152653,2.700688712535403,2.9379947536050284,0.002
hbn,mr,20,0.1034904854694522,-0.2272822875202061,0.3246265114932746,3.566085541807157,3.264408684691458,3.921313198342993,0.0022
hbn,mr,25,0.1186590539713512,-0.1650725666653875,0.336943804164951,3.541033049479031,3.2493051684953222,3.919468250939937,0.0022
hbn,mr,32,0.1465965940210952,-0.1801780860111826,0.3420876273430939,3.5572392895418927,3.258369058833766,3.903625956133759,0.0022
hbn,mr,41,0.1522537523445848,-0.1249283105341292,0.3411790439898676,3.5271191385074943,3.2198332016704536,3.865406876663649,0.0022
hbn,mr,52,0.1684212431381334,-0.0611256715921063,0.3406158662784452,3.5054275111334783,3.2178382808119417,3.8029094609124954,0.0022
hbn,mr,67,0.1784239741651085,-0.0502894670831375,0.3375708156278749,3.5058564665633085,3.171084467109013,3.8256586340195295,0.0022
hbn,mr,85,0.1885962112014187,-0.0338372067944424,0.3481676644246718,3.49219687652532,3.158010048176568,3.7659179545056687,0.0022
hbn,mr,108,0.2022016984951195,0.0080561509448396,0.3656891247373318,3.4685912969325576,3.1646612180278555,3.742538272478897,0.0022
hbn,mr,137,0.2192263152092067,0.018047018889936,0.372044028406219,3.440524848922736,3.136044680765933,3.718904751277737,0.0022
hbn,mr,174,0.2340429372094968,0.0529534168815673,0.3729699601599962,3.4478969657145013,3.103255945193484,3.743389328026273,0.0022
hbn,mr,221,0.2509468773436968,0.072616773970275,0.3627758330187831,3.44888748430803,3.0906555480715605,3.779075020539426,0.0022
hbn,mr,281,0.2506766263656081,0.1042914050723131,0.3835805149405762,3.427136353289985,3.0591463757408515,3.7503772609865687,0.0022
hbn,mr,358,0.2523546179564354,0.1315616905969051,0.3773273822678489,3.4457733787095988,3.038785288552341,3.697929196364891,0.0022
hbn,mr,455,0.2668003023585249,0.1309614960031109,0.3732638635382841,3.429427501629588,3.032698129118984,3.710890895415565,0.0022
hbn,mr,578,0.2665307530766758,0.1618177096287549,0.3743986126381968,3.418182553162235,3.067683310470674,3.6845864906674817,0.0022
hbn,mr,735,0.2776142674902324,0.1388979746606447,0.3729366392657499,3.3968094810591385,3.092091673981428,3.6710263610717337,0.0022
hbn,mr,824,0.2776660272661735,0.1486009132469758,0.3782793998408884,3.390037048072049,3.121392229840725,3.667128803464489,0.0022
hcpd,mr,20,0.0924808820113294,-0.1688669300808437,0.3648749771214058,3.231082191227921,2.820636804085207,3.6444001430606887,0.0326
hcpd,mr,25,0.1394598497711506,-0.1328593804655722,0.3736644737052849,3.1828206538516,2.84127786727862,3.595579222863749,0.0326
hcpd,mr,32,0.1347239822249663,-0.1069234820330389,0.3397585925434122,3.1921315132393278,2.866851999808769,3.608765851803698,0.0326
hcpd,mr,41,0.1711608917197942,-0.0539125813044398,0.3497619892707713,3.1951453242492334,2.862370494337592,3.5908874386042204,0.0326
hcpd,mr,52,0.178086930432566,-0.0115225234206577,0.360711675780084,3.1755912100139465,2.826017809744192,3.5418727042243408,0.0326
hcpd,mr,67,0.2078816101818824,0.0143827994968209,0.363187224895835,3.156195919972049,2.845798332831204,3.519356276784972,0.0326
hcpd,mr,85,0.2174244395265886,0.0723347051742524,0.3592213451820302,3.146453441046879,2.817646896813653,3.5456699812652035,0.0326
hcpd,mr,108,0.239761461462139,0.0848709955664051,0.3785434980759918,3.1411879401139555,2.8095137660365217,3.553781112376488,0.0326
hcpd,mr,137,0.2495823106687013,0.0679499737980202,0.3959923387104838,3.1528285441609505,2.763025020564453,3.562253063176836,0.0326
hcpd,mr,174,0.2562344192909972,0.0962905755747831,0.4174652659297071,3.131165378573689,2.811250195912589,3.5617201608356064,0.0326
hcpd,mr,221,0.2514988368704822,0.0795090193392714,0.397114210622792,3.193561926040706,2.8228408161809977,3.555768104925319,0.0326
hcpd,mr,281,0.2558732264507392,0.1132031818736509,0.4042184413162917,3.2017701416502824,2.8025006685007785,3.546767336424054,0.0326
hcpd,mr,319,0.2622324637756713,0.1278140840834907,0.3970493706397926,3.1475995993037555,2.800825440943475,3.6088247723605353,0.0326
pnc,mr,20,0.0707928154116462,-0.1490567728169778,0.2467191143060294,4.534984111606448,4.156862104919463,5.052008074695677,0.002
