train_dataset,test_dataset,pheno,num_train,num_test,pos_rate,sig_ground_truth,r_ground_truth
hbn,pnc,attn,153,652,0.1128,0.0,0.0019213449232043
hbn,pnc,attn,153,872,0.1294,0.0,0.0019213449232043
hbn,pnc,attn,153,1104,0.13,0.0,0.0019213449232043
hbn,pnc,attn,204,20,0.0577,0.0,0.0019213449232043
hbn,pnc,attn,204,27,0.0581,0.0,0.0019213449232043
hbn,pnc,attn,204,36,0.0588,0.0,0.0019213449232043
hbn,pnc,attn,204,48,0.0548,0.0,0.0019213449232043
hbn,pnc,attn,204,64,0.0561,0.0,0.0019213449232043
hbn,pnc,attn,204,85,0.0643,0.0,0.0019213449232043
hbn,pnc,attn,204,114,0.07,0.0,0.0019213449232043
hbn,pnc,attn,204,153,0.0688,0.0,0.0019213449232043
hbn,pnc,attn,204,204,0.0724,0.0,0.0019213449232043
hbn,pnc,attn,204,273,0.0778,0.0,0.0019213449232043
hbn,pnc,attn,204,365,0.089,0.0,0.0019213449232043
hbn,pnc,attn,204,488,0.094,0.0,0.0019213449232043
hbn,pnc,attn,204,652,0.1085,0.0,0.0019213449232043
hbn,pnc,attn,204,872,0.1187,0.0,0.0019213449232043
hbn,pnc,attn,204,1104,0.12,0.0,0.0019213449232043
hbn,pnc,attn,273,20,0.0563,0.0,0.0019213449232043
hbn,pnc,attn,273,27,0.0529,0.0,0.0019213449232043
hbn,pnc,attn,273,36,0.0531,0.0,0.0019213449232043
hbn,pnc,attn,273,48,0.0515,0.0,0.0019213449232043
hbn,pnc,attn,273,64,0.0513,0.0,0.0019213449232043
hbn,pnc,attn,273,85,0.0572,0.0,0.0019213449232043
hbn,pnc,attn,273,114,0.0612,0.0,0.0019213449232043
hbn,pnc,attn,273,153,0.0585,0.0,0.0019213449232043
hbn,pnc,attn,273,204,0.0588,0.0,0.0019213449232043
hbn,pnc,attn,273,273,0.0627,0.0,0.0019213449232043
hbn,pnc,attn,273,365,0.0651,0.0,0.0019213449232043
hbn,pnc,attn,273,488,0.0663,0.0,0.0019213449232043
hbn,pnc,attn,273,652,0.0799,0.0,0.0019213449232043
hbn,pnc,attn,273,872,0.0816,0.0,0.0019213449232043
hbn,pnc,attn,273,1104,0.09,0.0,0.0019213449232043
hbn,pnc,attn,365,20,0.0621,0.0,0.0019213449232043
hbn,pnc,attn,365,27,0.0528,0.0,0.0019213449232043
hbn,pnc,attn,365,36,0.0561,0.0,0.0019213449232043
hbn,pnc,attn,365,48,0.0535,0.0,0.0019213449232043
hbn,pnc,attn,365,64,0.0537,0.0,0.0019213449232043
hbn,pnc,attn,365,85,0.0614,0.0,0.0019213449232043
hbn,pnc,attn,365,114,0.0688,0.0,0.0019213449232043
hbn,pnc,attn,365,153,0.0633,0.0,0.0019213449232043
hbn,pnc,attn,365,204,0.0631,0.0,0.0019213449232043
hbn,pnc,attn,365,273,0.0696,0.0,0.0019213449232043
hbn,pnc,attn,365,365,0.0704,0.0,0.0019213449232043
hbn,pnc,attn,365,488,0.0749,0.0,0.0019213449232043
hbn,pnc,attn,365,652,0.0914,0.0,0.0019213449232043
hbn,pnc,attn,365,872,0.1023,0.0,0.0019213449232043
hbn,pnc,attn,365,1104,0.1,0.0,0.0019213449232043
hbn,pnc,attn,488,20,0.0583,0.0,0.0019213449232043
hbn,pnc,attn,488,27,0.0533,0.0,0.0019213449232043
hbn,pnc,attn,488,36,0.0551,0.0,0.0019213449232043
hbn,pnc,attn,488,48,0.051,0.0,0.0019213449232043
hbn,pnc,attn,488,64,0.0486,0.0,0.0019213449232043
hbn,pnc,attn,488,85,0.0603,0.0,0.0019213449232043
hbn,pnc,attn,488,114,0.0623,0.0,0.0019213449232043
hbn,pnc,attn,488,153,0.0598,0.0,0.0019213449232043
hbn,pnc,attn,488,204,0.0568,0.0,0.0019213449232043
hbn,pnc,attn,488,273,0.0657,0.0,0.0019213449232043
hbn,pnc,attn,488,365,0.0664,0.0,0.0019213449232043
hbn,pnc,attn,488,488,0.067,0.0,0.0019213449232043
hbn,pnc,attn,488,652,0.0842,0.0,0.0019213449232043
hbn,pnc,attn,488,872,0.0902,0.0,0.0019213449232043
hbn,pnc,attn,488,1104,0.12,0.0,0.0019213449232043
hbn,pnc,attn,652,20,0.0636,0.0,0.0019213449232043
hbn,pnc,attn,652,27,0.0554,0.0,0.0019213449232043
hbn,pnc,attn,652,36,0.0538,0.0,0.0019213449232043
hbn,pnc,attn,652,48,0.0522,0.0,0.0019213449232043
hbn,pnc,attn,652,64,0.0462,0.0,0.0019213449232043
hbn,pnc,attn,652,85,0.0571,0.0,0.0019213449232043
hbn,pnc,attn,652,114,0.0608,0.0,0.0019213449232043
hbn,pnc,attn,652,153,0.0531,0.0,0.0019213449232043
hbn,pnc,attn,652,204,0.054,0.0,0.0019213449232043
hbn,pnc,attn,652,273,0.0583,0.0,0.0019213449232043
hbn,pnc,attn,652,365,0.0536,0.0,0.0019213449232043
hbn,pnc,attn,652,488,0.0526,0.0,0.0019213449232043
hbn,pnc,attn,652,652,0.0598,0.0,0.0019213449232043
hbn,pnc,attn,652,872,0.0565,0.0,0.0019213449232043
hbn,pnc,attn,652,1104,0.06,0.0,0.0019213449232043
hbn,pnc,attn,872,20,0.0655,0.0,0.0019213449232043
hbn,pnc,attn,872,27,0.0573,0.0,0.0019213449232043
hbn,pnc,attn,872,36,0.0573,0.0,0.0019213449232043
hbn,pnc,attn,872,48,0.0507,0.0,0.0019213449232043
hbn,pnc,attn,872,64,0.0456,0.0,0.0019213449232043
hbn,pnc,attn,872,85,0.0643,0.0,0.0019213449232043
hbn,pnc,attn,872,114,0.0597,0.0,0.0019213449232043
hbn,pnc,attn,872,153,0.0468,0.0,0.0019213449232043
hbn,pnc,attn,872,204,0.0552,0.0,0.0019213449232043
hbn,pnc,attn,872,273,0.0536,0.0,0.0019213449232043
hbn,pnc,attn,872,365,0.0511,0.0,0.0019213449232043
hbn,pnc,attn,872,488,0.0398,0.0,0.0019213449232043
hbn,pnc,attn,872,652,0.0365,0.0,0.0019213449232043
hbn,pnc,attn,872,872,0.027,0.0,0.0019213449232043
hbn,pnc,attn,872,1104,0.02,0.0,0.0019213449232043
hbn,pnc,attn,950,20,0.0637,0.0,0.0019213449232043
hbn,pnc,attn,950,27,0.0558,0.0,0.0019213449232043
hbn,pnc,attn,950,36,0.0559,0.0,0.0019213449232043
hbn,pnc,attn,950,48,0.0505,0.0,0.0019213449232043
hbn,pnc,attn,950,64,0.0486,0.0,0.0019213449232043
hbn,pnc,attn,950,85,0.0676,0.0,0.0019213449232043
hbn,pnc,attn,950,114,0.0594,0.0,0.0019213449232043
hbn,pnc,attn,950,153,0.0446,0.0,0.0019213449232043
hbn,pnc,attn,950,204,0.0565,0.0,0.0019213449232043
hbn,pnc,attn,950,273,0.0535,0.0,0.0019213449232043
hbn,pnc,attn,950,365,0.048,0.0,0.0019213449232043
hbn,pnc,attn,950,488,0.0356,0.0,0.0019213449232043
hbn,pnc,attn,950,652,0.0353,0.0,0.0019213449232043
hbn,pnc,attn,950,872,0.0225,0.0,0.0019213449232043
hbn,pnc,attn,950,1104,0.02,0.0,0.0019213449232043
hbn,pnc,mr,20,20,0.0956,1.0,0.222901463046316
hbn,pnc,mr,20,27,0.1094,1.0,0.222901463046316
hbn,pnc,mr,20,36,0.1284,1.0,0.222901463046316
hbn,pnc,mr,20,48,0.1417,1.0,0.222901463046316
hbn,pnc,mr,20,64,0.1733,1.0,0.222901463046316
hbn,pnc,mr,20,85,0.2075,1.0,0.222901463046316
hbn,pnc,mr,20,114,0.2464,1.0,0.222901463046316
hbn,pnc,mr,20,153,0.2915,1.0,0.222901463046316
hbn,pnc,mr,20,204,0.3375,1.0,0.222901463046316
hbn,pnc,mr,20,273,0.3929,1.0,0.222901463046316
hbn,pnc,mr,20,365,0.4388,1.0,0.222901463046316
hbn,pnc,mr,20,488,0.4763,1.0,0.222901463046316
hbn,pnc,mr,20,652,0.5212,1.0,0.222901463046316
hbn,pnc,mr,20,872,0.5612,1.0,0.222901463046316
hbn,pnc,mr,20,1119,0.59,1.0,0.222901463046316
hbn,pnc,mr,27,20,0.1101,1.0,0.222901463046316
hbn,pnc,mr,27,27,0.1249,1.0,0.222901463046316
hbn,pnc,mr,27,36,0.1521,1.0,0.222901463046316
hbn,pnc,mr,27,48,0.1684,1.0,0.222901463046316
hbn,pnc,mr,27,64,0.2102,1.0,0.222901463046316
hbn,pnc,mr,27,85,0.2405,1.0,0.222901463046316
hbn,pnc,mr,27,114,0.2861,1.0,0.222901463046316
hbn,pnc,mr,27,153,0.336,1.0,0.222901463046316
hbn,pnc,mr,27,204,0.3809,1.0,0.222901463046316
hbn,pnc,mr,27,273,0.4444,1.0,0.222901463046316
hbn,pnc,mr,27,365,0.4916,1.0,0.222901463046316
hbn,pnc,mr,27,488,0.5283,1.0,0.222901463046316
hbn,pnc,mr,27,652,0.5691,1.0,0.222901463046316
hbn,pnc,mr,27,872,0.5977,1.0,0.222901463046316
hbn,pnc,mr,27,1119,0.62,1.0,0.222901463046316
hbn,pnc,mr,36,20,0.1297,1.0,0.222901463046316
hbn,pnc,mr,36,27,0.1511,1.0,0.222901463046316
hbn,pnc,mr,36,36,0.1799,1.0,0.222901463046316
hbn,pnc,mr,36,48,0.2032,1.0,0.222901463046316
hbn,pnc,mr,36,64,0.253,1.0,0.222901463046316
hbn,pnc,mr,36,85,0.2963,1.0,0.222901463046316
hbn,pnc,mr,36,114,0.3505,1.0,0.222901463046316
hbn,pnc,mr,36,153,0.4081,1.0,0.222901463046316
hbn,pnc,mr,36,204,0.4713,1.0,0.222901463046316
hbn,pnc,mr,36,273,0.5469,1.0,0.222901463046316
hbn,pnc,mr,36,365,0.6081,1.0,0.222901463046316
hbn,pnc,mr,36,488,0.6515,1.0,0.222901463046316
hbn,pnc,mr,36,652,0.7031,1.0,0.222901463046316
hbn,pnc,mr,36,872,0.7413,1.0,0.222901463046316
hbn,pnc,mr,36,1119,0.77,1.0,0.222901463046316
hbn,pnc,mr,48,20,0.1349,1.0,0.222901463046316
hbn,pnc,mr,48,27,0.1612,1.0,0.222901463046316
hbn,pnc,mr,48,36,0.1936,1.0,0.222901463046316
hbn,pnc,mr,48,48,0.2157,1.0,0.222901463046316
hbn,pnc,mr,48,64,0.2808,1.0,0.222901463046316
hbn,pnc,mr,48,85,0.3254,1.0,0.222901463046316
hbn,pnc,mr,48,114,0.3815,1.0,0.222901463046316
hbn,pnc,mr,48,153,0.4445,1.0,0.222901463046316
hbn,pnc,mr,48,204,0.5085,1.0,0.222901463046316
hbn,pnc,mr,48,273,0.5795,1.0,0.222901463046316
hbn,pnc,mr,48,365,0.64,1.0,0.222901463046316
hbn,pnc,mr,48,488,0.6859,1.0,0.222901463046316
hbn,pnc,mr,48,652,0.7389,1.0,0.222901463046316
hbn,pnc,mr,48,872,0.775,1.0,0.222901463046316
hbn,pnc,mr,48,1119,0.81,1.0,0.222901463046316
hbn,pnc,mr,64,20,0.149,1.0,0.222901463046316
hbn,pnc,mr,64,27,0.1871,1.0,0.222901463046316
hbn,pnc,mr,64,36,0.2233,1.0,0.222901463046316
hbn,pnc,mr,64,48,0.2561,1.0,0.222901463046316
hbn,pnc,mr,64,64,0.3276,1.0,0.222901463046316
hbn,pnc,mr,64,85,0.3778,1.0,0.222901463046316
hbn,pnc,mr,64,114,0.4419,1.0,0.222901463046316
hbn,pnc,mr,64,153,0.516,1.0,0.222901463046316
hbn,pnc,mr,64,204,0.5782,1.0,0.222901463046316
hbn,pnc,mr,64,273,0.6597,1.0,0.222901463046316
hbn,pnc,mr,64,365,0.719,1.0,0.222901463046316
hbn,pnc,mr,64,488,0.7663,1.0,0.222901463046316
hbn,pnc,mr,64,652,0.8234,1.0,0.222901463046316
hbn,pnc,mr,64,872,0.8592,1.0,0.222901463046316
hbn,pnc,mr,64,1119,0.88,1.0,0.222901463046316
hbn,pnc,mr,85,20,0.1661,1.0,0.222901463046316
hbn,pnc,mr,85,27,0.2066,1.0,0.222901463046316
hbn,pnc,mr,85,36,0.2454,1.0,0.222901463046316
hbn,pnc,mr,85,48,0.2884,1.0,0.222901463046316
hbn,pnc,mr,85,64,0.3639,1.0,0.222901463046316
hbn,pnc,mr,85,85,0.4276,1.0,0.222901463046316
hbn,pnc,mr,85,114,0.4921,1.0,0.222901463046316
hbn,pnc,mr,85,153,0.5741,1.0,0.222901463046316
hbn,pnc,mr,85,204,0.6526,1.0,0.222901463046316
hbn,pnc,mr,85,273,0.7371,1.0,0.222901463046316
hbn,pnc,mr,85,365,0.8008,1.0,0.222901463046316
hbn,pnc,mr,85,488,0.8405,1.0,0.222901463046316
hbn,pnc,mr,85,652,0.8912,1.0,0.222901463046316
hbn,pnc,mr,85,872,0.9256,1.0,0.222901463046316
hbn,pnc,mr,85,1119,0.94,1.0,0.222901463046316
hbn,pnc,mr,114,20,0.1764,1.0,0.222901463046316
hbn,pnc,mr,114,27,0.2205,1.0,0.222901463046316
hbn,pnc,mr,114,36,0.2737,1.0,0.222901463046316
hbn,pnc,mr,114,48,0.3183,1.0,0.222901463046316
hbn,pnc,mr,114,64,0.4032,1.0,0.222901463046316
hbn,pnc,mr,114,85,0.4751,1.0,0.222901463046316
hbn,pnc,mr,114,114,0.5492,1.0,0.222901463046316
hbn,pnc,mr,114,153,0.6393,1.0,0.222901463046316
hbn,pnc,mr,114,204,0.7249,1.0,0.222901463046316
hbn,pnc,mr,114,273,0.8152,1.0,0.222901463046316
hbn,pnc,mr,114,365,0.8755,1.0,0.222901463046316
hbn,pnc,mr,114,488,0.9102,1.0,0.222901463046316
hbn,pnc,mr,114,652,0.9485,1.0,0.222901463046316
hbn,pnc,mr,114,872,0.9635,1.0,0.222901463046316
hbn,pnc,mr,114,1119,0.97,1.0,0.222901463046316
hbn,pnc,mr,153,20,0.1876,1.0,0.222901463046316
hbn,pnc,mr,153,27,0.2379,1.0,0.222901463046316
hbn,pnc,mr,153,36,0.2873,1.0,0.222901463046316
hbn,pnc,mr,153,48,0.3369,1.0,0.222901463046316
hbn,pnc,mr,153,64,0.4379,1.0,0.222901463046316
hbn,pnc,mr,153,85,0.5164,1.0,0.222901463046316
hbn,pnc,mr,153,114,0.5986,1.0,0.222901463046316
hbn,pnc,mr,153,153,0.6983,1.0,0.222901463046316
hbn,pnc,mr,153,204,0.7911,1.0,0.222901463046316
hbn,pnc,mr,153,273,0.8791,1.0,0.222901463046316
hbn,pnc,mr,153,365,0.9342,1.0,0.222901463046316
hbn,pnc,mr,153,488,0.964,1.0,0.222901463046316
hbn,pnc,mr,153,652,0.9869,1.0,0.222901463046316
hbn,pnc,mr,153,872,0.9922,1.0,0.222901463046316
hbn,pnc,mr,153,1119,0.99,1.0,0.222901463046316
hbn,pnc,mr,204,20,0.2048,1.0,0.222901463046316
hbn,pnc,mr,204,27,0.2561,1.0,0.222901463046316
hbn,pnc,mr,204,36,0.311,1.0,0.222901463046316
hbn,pnc,mr,204,48,0.3704,1.0,0.222901463046316
hbn,pnc,mr,204,64,0.4755,1.0,0.222901463046316
hbn,pnc,mr,204,85,0.5643,1.0,0.222901463046316
hbn,pnc,mr,204,114,0.651,1.0,0.222901463046316
hbn,pnc,mr,204,153,0.7485,1.0,0.222901463046316
hbn,pnc,mr,204,204,0.8303,1.0,0.222901463046316
hbn,pnc,mr,204,273,0.9064,1.0,0.222901463046316
hbn,pnc,mr,204,365,0.9562,1.0,0.222901463046316
hbn,pnc,mr,204,488,0.9784,1.0,0.222901463046316
hbn,pnc,mr,204,652,0.9961,1.0,0.222901463046316
hbn,pnc,mr,204,872,0.9998,1.0,0.222901463046316
hbn,pnc,mr,204,1119,1.0,1.0,0.222901463046316
hbn,pnc,mr,273,20,0.2199,1.0,0.222901463046316
hbn,pnc,mr,273,27,0.2761,1.0,0.222901463046316
hbn,pnc,mr,273,36,0.3353,1.0,0.222901463046316
hbn,pnc,mr,273,48,0.397,1.0,0.222901463046316
hbn,pnc,mr,273,64,0.5092,1.0,0.222901463046316
hbn,pnc,mr,273,85,0.6019,1.0,0.222901463046316
hbn,pnc,mr,273,114,0.6914,1.0,0.222901463046316
hbn,pnc,mr,273,153,0.7949,1.0,0.222901463046316
hbn,pnc,mr,273,204,0.8773,1.0,0.222901463046316
hbn,pnc,mr,273,273,0.9372,1.0,0.222901463046316
hbn,pnc,mr,273,365,0.9756,1.0,0.222901463046316
hbn,pnc,mr,273,488,0.9897,1.0,0.222901463046316
hbn,pnc,mr,273,652,0.9994,1.0,0.222901463046316
hbn,pnc,mr,273,872,1.0,1.0,0.222901463046316
hbn,pnc,mr,273,1119,1.0,1.0,0.222901463046316
hbn,pnc,mr,365,20,0.2301,1.0,0.222901463046316
hbn,pnc,mr,365,27,0.2886,1.0,0.222901463046316
hbn,pnc,mr,365,36,0.3526,1.0,0.222901463046316
hbn,pnc,mr,365,48,0.4174,1.0,0.222901463046316
hbn,pnc,mr,365,64,0.5305,1.0,0.222901463046316
hbn,pnc,mr,365,85,0.623,1.0,0.222901463046316
hbn,pnc,mr,365,114,0.7149,1.0,0.222901463046316
hbn,pnc,mr,365,153,0.8266,1.0,0.222901463046316
hbn,pnc,mr,365,204,0.9038,1.0,0.222901463046316
hbn,pnc,mr,365,273,0.9567,1.0,0.222901463046316
hbn,pnc,mr,365,365,0.9862,1.0,0.222901463046316
hbn,pnc,mr,365,488,0.9964,1.0,0.222901463046316
hbn,pnc,mr,365,652,1.0,1.0,0.222901463046316
hbn,pnc,mr,365,872,1.0,1.0,0.222901463046316
hbn,pnc,mr,365,1119,1.0,1.0,0.222901463046316
hbn,pnc,mr,488,20,0.2318,1.0,0.222901463046316
hbn,pnc,mr,488,27,0.2885,1.0,0.222901463046316
hbn,pnc,mr,488,36,0.3571,1.0,0.222901463046316
hbn,pnc,mr,488,48,0.4314,1.0,0.222901463046316
hbn,pnc,mr,488,64,0.5382,1.0,0.222901463046316
hbn,pnc,mr,488,85,0.6361,1.0,0.222901463046316
hbn,pnc,mr,488,114,0.7352,1.0,0.222901463046316
hbn,pnc,mr,488,153,0.8445,1.0,0.222901463046316
hbn,pnc,mr,488,204,0.9158,1.0,0.222901463046316
hbn,pnc,mr,488,273,0.9633,1.0,0.222901463046316
hbn,pnc,mr,488,365,0.9913,1.0,0.222901463046316
hbn,pnc,mr,488,488,0.9987,1.0,0.222901463046316
hbn,pnc,mr,488,652,1.0,1.0,0.222901463046316
hbn,pnc,mr,488,872,1.0,1.0,0.222901463046316
hbn,pnc,mr,488,1119,1.0,1.0,0.222901463046316
hbn,pnc,mr,652,20,0.25,1.0,0.222901463046316
hbn,pnc,mr,652,27,0.3222,1.0,0.222901463046316
hbn,pnc,mr,652,36,0.3924,1.0,0.222901463046316
hbn,pnc,mr,652,48,0.4733,1.0,0.222901463046316
hbn,pnc,mr,652,64,0.5935,1.0,0.222901463046316
hbn,pnc,mr,652,85,0.692,1.0,0.222901463046316
hbn,pnc,mr,652,114,0.7901,1.0,0.222901463046316
hbn,pnc,mr,652,153,0.8986,1.0,0.222901463046316
hbn,pnc,mr,652,204,0.9504,1.0,0.222901463046316
hbn,pnc,mr,652,273,0.9834,1.0,0.222901463046316
hbn,pnc,mr,652,365,0.9981,1.0,0.222901463046316
hbn,pnc,mr,652,488,1.0,1.0,0.222901463046316
hbn,pnc,mr,652,652,1.0,1.0,0.222901463046316
hbn,pnc,mr,652,872,1.0,1.0,0.222901463046316
hbn,pnc,mr,652,1119,1.0,1.0,0.222901463046316
hbn,pnc,mr,824,20,0.2546,1.0,0.222901463046316
hbn,pnc,mr,824,27,0.3344,1.0,0.222901463046316
hbn,pnc,mr,824,36,0.4142,1.0,0.222901463046316
hbn,pnc,mr,824,48,0.4986,1.0,0.222901463046316
hbn,pnc,mr,824,64,0.6165,1.0,0.222901463046316
hbn,pnc,mr,824,85,0.7178,1.0,0.222901463046316
hbn,pnc,mr,824,114,0.811,1.0,0.222901463046316
hbn,pnc,mr,824,153,0.9171,1.0,0.222901463046316
hbn,pnc,mr,824,204,0.9596,1.0,0.222901463046316
hbn,pnc,mr,824,273,0.9917,1.0,0.222901463046316
hbn,pnc,mr,824,365,0.9994,1.0,0.222901463046316
hbn,pnc,mr,824,488,1.0,1.0,0.222901463046316
hbn,pnc,mr,824,652,1.0,1.0,0.222901463046316
hbn,pnc,mr,824,872,1.0,1.0,0.222901463046316
hbn,pnc,mr,824,1119,1.0,1.0,0.222901463046316
hcpd,abcd,attn,20,20,0.0522,0.0,0.0164960005712755
hcpd,abcd,attn,20,27,0.0511,0.0,0.0164960005712755
hcpd,abcd,attn,20,36,0.0539,0.0,0.0164960005712755
hcpd,abcd,attn,20,48,0.0575,0.0,0.0164960005712755
hcpd,abcd,attn,20,64,0.0646,0.0,0.0164960005712755
hcpd,abcd,attn,20,85,0.0652,0.0,0.0164960005712755
hcpd,abcd,attn,20,114,0.0663,0.0,0.0164960005712755
hcpd,abcd,attn,20,153,0.0746,0.0,0.0164960005712755
hcpd,abcd,attn,20,204,0.0858,0.0,0.0164960005712755
hcpd,abcd,attn,20,273,0.0947,0.0,0.0164960005712755
hcpd,abcd,attn,20,365,0.1154,0.0,0.0164960005712755
hcpd,abcd,attn,20,488,0.1311,0.0,0.0164960005712755
hcpd,abcd,attn,20,652,0.1495,0.0,0.0164960005712755
hcpd,abcd,attn,20,872,0.1703,0.0,0.0164960005712755
hcpd,abcd,attn,20,1165,0.1979,0.0,0.0164960005712755
hcpd,abcd,attn,20,1558,0.2246,0.0,0.0164960005712755
hcpd,abcd,attn,20,2083,0.2598,0.0,0.0164960005712755
hcpd,abcd,attn,20,2784,0.3023,0.0,0.0164960005712755
hcpd,abcd,attn,20,3722,0.3398,0.0,0.0164960005712755
hcpd,abcd,attn,20,4976,0.377,0.0,0.0164960005712755
hcpd,abcd,attn,20,7975,0.45,0.0,0.0164960005712755
hcpd,abcd,attn,27,20,0.0593,0.0,0.0164960005712755
hcpd,abcd,attn,27,27,0.057,0.0,0.0164960005712755
hcpd,abcd,attn,27,36,0.0597,0.0,0.0164960005712755
hcpd,abcd,attn,27,48,0.0639,0.0,0.0164960005712755
hcpd,abcd,attn,27,64,0.0708,0.0,0.0164960005712755
hcpd,abcd,attn,27,85,0.0727,0.0,0.0164960005712755
hcpd,abcd,attn,27,114,0.0748,0.0,0.0164960005712755
hcpd,abcd,attn,27,153,0.0867,0.0,0.0164960005712755
hcpd,abcd,attn,27,204,0.0994,0.0,0.0164960005712755
hcpd,abcd,attn,27,273,0.1057,0.0,0.0164960005712755
hcpd,abcd,attn,27,365,0.135,0.0,0.0164960005712755
hcpd,abcd,attn,27,488,0.1545,0.0,0.0164960005712755
hcpd,abcd,attn,27,652,0.1742,0.0,0.0164960005712755
hcpd,abcd,attn,27,872,0.1996,0.0,0.0164960005712755
hcpd,abcd,attn,27,1165,0.2278,0.0,0.0164960005712755
hcpd,abcd,attn,27,1558,0.2582,0.0,0.0164960005712755
hcpd,abcd,attn,27,2083,0.2946,0.0,0.0164960005712755
hcpd,abcd,attn,27,2784,0.3299,0.0,0.0164960005712755
hcpd,abcd,attn,27,3722,0.3618,0.0,0.0164960005712755
hcpd,abcd,attn,27,4976,0.3929,0.0,0.0164960005712755
hcpd,abcd,attn,27,7975,0.45,0.0,0.0164960005712755
hcpd,abcd,attn,36,20,0.0572,0.0,0.0164960005712755
hcpd,abcd,attn,36,27,0.0569,0.0,0.0164960005712755
hcpd,abcd,attn,36,36,0.0628,0.0,0.0164960005712755
hcpd,abcd,attn,36,48,0.0638,0.0,0.0164960005712755
hcpd,abcd,attn,36,64,0.0711,0.0,0.0164960005712755
hcpd,abcd,attn,36,85,0.0738,0.0,0.0164960005712755
hcpd,abcd,attn,36,114,0.0742,0.0,0.0164960005712755
hcpd,abcd,attn,36,153,0.0863,0.0,0.0164960005712755
hcpd,abcd,attn,36,204,0.099,0.0,0.0164960005712755
hcpd,abcd,attn,36,273,0.1104,0.0,0.0164960005712755
hcpd,abcd,attn,36,365,0.1343,0.0,0.0164960005712755
hcpd,abcd,attn,36,488,0.1595,0.0,0.0164960005712755
hcpd,abcd,attn,36,652,0.1813,0.0,0.0164960005712755
hcpd,abcd,attn,36,872,0.2025,0.0,0.0164960005712755
hcpd,abcd,attn,36,1165,0.2327,0.0,0.0164960005712755
hcpd,abcd,attn,36,1558,0.2702,0.0,0.0164960005712755
hcpd,abcd,attn,36,2083,0.3058,0.0,0.0164960005712755
hcpd,abcd,attn,36,2784,0.3521,0.0,0.0164960005712755
hcpd,abcd,attn,36,3722,0.3942,0.0,0.0164960005712755
hcpd,abcd,attn,36,4976,0.4414,0.0,0.0164960005712755
hcpd,abcd,attn,36,7975,0.52,0.0,0.0164960005712755
hcpd,abcd,attn,48,20,0.054,0.0,0.0164960005712755
hcpd,abcd,attn,48,27,0.0557,0.0,0.0164960005712755
hcpd,abcd,attn,48,36,0.0576,0.0,0.0164960005712755
hcpd,abcd,attn,48,48,0.0628,0.0,0.0164960005712755
hcpd,abcd,attn,48,64,0.067,0.0,0.0164960005712755
hcpd,abcd,attn,48,85,0.0675,0.0,0.0164960005712755
hcpd,abcd,attn,48,114,0.0742,0.0,0.0164960005712755
hcpd,abcd,attn,48,153,0.0831,0.0,0.0164960005712755
hcpd,abcd,attn,48,204,0.0885,0.0,0.0164960005712755
hcpd,abcd,attn,48,273,0.096,0.0,0.0164960005712755
hcpd,abcd,attn,48,365,0.1158,0.0,0.0164960005712755
hcpd,abcd,attn,48,488,0.1298,0.0,0.0164960005712755
hcpd,abcd,attn,48,652,0.1498,0.0,0.0164960005712755
hcpd,abcd,attn,48,872,0.1676,0.0,0.0164960005712755
hcpd,abcd,attn,48,1165,0.193,0.0,0.0164960005712755
hcpd,abcd,attn,48,1558,0.2187,0.0,0.0164960005712755
hcpd,abcd,attn,48,2083,0.255,0.0,0.0164960005712755
hcpd,abcd,attn,48,2784,0.2968,0.0,0.0164960005712755
hcpd,abcd,attn,48,3722,0.3364,0.0,0.0164960005712755
hcpd,abcd,attn,48,4976,0.379,0.0,0.0164960005712755
hcpd,abcd,attn,48,7975,0.44,0.0,0.0164960005712755
hcpd,abcd,attn,64,20,0.0536,0.0,0.0164960005712755
hcpd,abcd,attn,64,27,0.0567,0.0,0.0164960005712755
hcpd,abcd,attn,64,36,0.056,0.0,0.0164960005712755
hcpd,abcd,attn,64,48,0.0592,0.0,0.0164960005712755
hcpd,abcd,attn,64,64,0.0643,0.0,0.0164960005712755
hcpd,abcd,attn,64,85,0.0669,0.0,0.0164960005712755
hcpd,abcd,attn,64,114,0.0718,0.0,0.0164960005712755
hcpd,abcd,attn,64,153,0.0815,0.0,0.0164960005712755
hcpd,abcd,attn,64,204,0.0911,0.0,0.0164960005712755
hcpd,abcd,attn,64,273,0.0941,0.0,0.0164960005712755
hcpd,abcd,attn,64,365,0.117,0.0,0.0164960005712755
hcpd,abcd,attn,64,488,0.1371,0.0,0.0164960005712755
hcpd,abcd,attn,64,652,0.159,0.0,0.0164960005712755
hcpd,abcd,attn,64,872,0.1803,0.0,0.0164960005712755
hcpd,abcd,attn,64,1165,0.2108,0.0,0.0164960005712755
hcpd,abcd,attn,64,1558,0.2412,0.0,0.0164960005712755
hcpd,abcd,attn,64,2083,0.2828,0.0,0.0164960005712755
hcpd,abcd,attn,64,2784,0.3297,0.0,0.0164960005712755
hcpd,abcd,attn,64,3722,0.3729,0.0,0.0164960005712755
hcpd,abcd,attn,64,4976,0.424,0.0,0.0164960005712755
hcpd,abcd,attn,64,7975,0.52,0.0,0.0164960005712755
hcpd,abcd,attn,85,20,0.0551,0.0,0.0164960005712755
hcpd,abcd,attn,85,27,0.0574,0.0,0.0164960005712755
hcpd,abcd,attn,85,36,0.0582,0.0,0.0164960005712755
